username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred
luthfiyahayank,"Kondisi Barang:datang dalam keadaan mulus
Desain:bagus, mungil pas di bawanya.
Kualitas:cukup memuaskan

Alhamdulillah barang datang dan langsung di cek, bagus orginal, carger, layar bening, masukan buat toko, bonus mouse juga boleh selain tas laptop.",5,1,1741770054,kondisi barang datang dalam keadaan mulus desain bagus mungil pas di bawanya kualitas cukup memuaskan alhamdulillah barang datang dan langsung di cek bagus orginal carger layar bening masukan buat toko bonus mouse juga boleh selain tas laptop,kondisi barang datang dalam keadaan mulus desain bagus mungil pas di bawanya kualitas cukup memuaskan alhamdulillah barang datang dan langsung di cek bagus orginal carger layar bening masukan buat toko bonus mouse juga boleh selain tas laptop,37,positive,0.75,242,0.008264462809917356,0.21621621621621623,0.0,0.0,0.056120169756533396,0
shanumbyshanum,"Desain:bagus
Kondisi Barang:mulus
Fungsi:berfungsi dengan baik

Gak nyangka sebagus ini pdahal sedond, over all semua bagus berfungsi dengan baik. Semoga awet dan tdk ada kendala. Makasih seller",5,1,1741679774,desain bagus kondisi barang mulus fungsi berfungsi dengan baik gak nyangka sebagus ini pdahal sedond over all semua bagus berfungsi dengan baik semoga awet dan tdk ada kendala makasih seller,desain bagus kondisi barang mulus fungsi berfungsi dengan baik gak nyangka sebagus ini pdahal sedond over all semua bagus berfungsi dengan baik semoga awet dan tdk ada kendala makasih seller,30,positive,0.75,190,0.010526315789473684,0.26666666666666666,0.0,0.0,0.06929824561403508,0
annas123241,"Desain:keren
Kondisi Barang:walau second tapi bagus seperti baru
Fungsi:barang sangat bagus dan lancar

Mantap guys",5,2,1755817071,desain keren kondisi barang walau second tapi bagus seperti baru fungsi barang sangat bagus dan lancar mantap guys,desain keren kondisi barang walau second tapi bagus seperti baru fungsi barang sangat bagus dan lancar mantap guys,18,positive,0.75,114,0.0,0.2222222222222222,0.0,0.0,0.05555555555555555,0
0*****.,"Fitur Terbaik:baik
Sepadan dengan Harga:baik

Barang sudah sampai",5,2,1742183342,fitur terbaik baik sepadan dengan harga baik barang sudah sampai,fitur terbaik baik sepadan dengan harga baik barang sudah sampai,10,neutral,0.55,64,0.0,0.2,0.0,0.0,0.05,0
teguhoge,"Sepadan dengan Harga:sesuai
Fitur Terbaik:notebook + charger

Puas banget, produk sesuai deskripsi semua berfungsi dgn baik..semoga bs awet barangnya, seller jg responsif..trims Gan",5,13,1749048723,sepadan dengan harga sesuai fitur terbaik notebook charger puas banget produk sesuai deskripsi semua berfungsi dgn baik semoga bs awet barangnya seller jg responsif trims gan,sepadan dengan harga sesuai fitur terbaik notebook charger puas banget produk sesuai deskripsi semua berfungsi dgn baik semoga bs awet barangnya seller jg responsif trims gan,26,positive,0.75,174,0.011494252873563218,0.07692307692307693,0.0,0.0,0.022104332449160036,0
a*****f,"Fitur Terbaik:laptop nya datang dengan selamat, dengan kondisi yg cukup bagus juga dan sesuai pesanan

Laptop nya bagus secara hardware dan secara software berjalan dengan normal.
Saya beri bintang 4 dulu…
1) kirain laptop nya sesuai reviewers yg lain nya dapat keyboard backlight tp saya dapat nya yg no backlight kata nya random yg dapat key-backlight 
2) untuk office yg saya dapat kan perlu aktivasi terlebih dahulu dengan hal itu bagi saya yg ga suka ribet yg di anjurkan dr toko nya harus aktivasi dlu itu suatu hal yg menyebalkan bagi saya
Tapi overall secara tampilan bagus🙌🏼",4,14,1741682166,fitur terbaik laptop nya datang dengan selamat dengan kondisi yg cukup bagus juga dan sesuai pesanan laptop nya bagus secara hardware dan secara software berjalan dengan normal saya beri bintang 4 dulu 1 kirain laptop nya sesuai reviewers yg lain nya dapat keyboard backlight tp saya dapat nya yg no backlight kata nya random yg dapat key backlight 2 untuk office yg saya dapat kan perlu aktivasi terlebih dahulu dengan hal itu bagi saya yg ga suka ribet yg di anjurkan dr toko nya harus aktivasi dlu itu suatu hal yg menyebalkan bagi saya tapi overall secara tampilan bagus,fitur terbaik laptop nya datang dengan selamat dengan kondisi yg cukup bagus juga dan sesuai pesanan laptop nya bagus secara hardware dan secara software berjalan dengan normal saya beri bintang 4 dulu 1 kirain laptop nya sesuai reviewers yg lain nya dapat keyboard backlight tp saya dapat nya yg no backlight kata nya random yg dapat key backlight 2 untuk office yg saya dapat kan perlu aktivasi terlebih dahulu dengan hal itu bagi saya yg ga suka ribet yg di anjurkan dr toko nya harus aktivasi dlu itu suatu hal yg menyebalkan bagi saya tapi overall secara tampilan bagus,99,positive,0.75,574,0.003484320557491289,0.5252525252525253,0.0,0.0,0.13218421145250414,0
oedheil,"Desain:ok
Kondisi Barang:ok
Fungsi:ok

Mantul laptopnya dan bonus tas n mousenya
Fast respon. Trm ksh gan sukses slalu",5,1,1760000288,desain ok kondisi barang ok fungsi ok mantul laptopnya dan bonus tas n mousenya fast respon trm ksh gan sukses slalu,desain ok kondisi barang ok fungsi ok mantul laptopnya dan bonus tas n mousenya fast respon trm ksh gan sukses slalu,21,neutral,0.55,116,0.0,0.14285714285714285,0.0,0.0,0.03571428571428571,0
rusmantobnn,Alhamdulillah barang mentara dengan baik mudah-mudahan awet tidak ada pendapat terima kasih buat terima kasih Shopee,5,1,1741936232,alhamdulillah barang mentara dengan baik mudah mudahan awet tidak ada pendapat terima kasih buat terima kasih shopee,alhamdulillah barang mentara dengan baik mudah mudahan awet tidak ada pendapat terima kasih buat terima kasih shopee,17,negative,0.75,116,0.017241379310344827,0.23529411764705882,0.0,1.0,0.2631338742393509,0
jamalg4,"Kondisi Barang:BAGUS
Kualitas:BAGUS - sedang dipantau
Desain:MASIH MULUS

KONDISI BARANG MASIH MULUS, SEMUA FITUR NORMAL / BERFUNGSI NORMAL SEMENTARA BELUM KELIHATAN MINUSNYA, SEMOGA AWET,
SEMPET KECEWA SAMA KURIR BAYAR NEXT DAY MAHAL-MAHAL MALAH NGARET",5,1,1741932730,kondisi barang bagus kualitas bagus sedang dipantau desain masih mulus kondisi barang masih mulus semua fitur normal berfungsi normal sementara belum kelihatan minusnya semoga awet sempet kecewa sama kurir bayar next day mahal mahal malah ngaret,kondisi barang bagus kualitas bagus sedang dipantau desain masih mulus kondisi barang masih mulus semua fitur normal berfungsi normal sementara belum kelihatan minusnya semoga awet sempet kecewa sama kurir bayar next day mahal mahal malah ngaret,36,positive,0.75,245,0.0,0.3888888888888889,0.0,0.0,0.09722222222222222,0
a*****n,"Sepadan dengan Harga:terbaik
Fitur Terbaik:barang sesuai

Penjual amanah barang sesuai spesikasi.. recommended seller",5,1,1742187943,sepadan dengan harga terbaik fitur terbaik barang sesuai penjual amanah barang sesuai spesikasi recommended seller,sepadan dengan harga terbaik fitur terbaik barang sesuai penjual amanah barang sesuai spesikasi recommended seller,15,positive,0.75,114,0.017543859649122806,0.4,0.0,0.0,0.10438596491228071,0
rizky_alfan01,"Desain:elegan enak di bawa kemanpun
Kondisi Barang:mulus puol
Fungsi:sangat nyaman dan kenceng

Sumpah ekpetasi saya jauh banget ini puassssss puolll makasih seller baik❤️❤️❤️",5,0,1741672546,desain elegan enak di bawa kemanpun kondisi barang mulus puol fungsi sangat nyaman dan kenceng sumpah ekpetasi saya jauh banget ini puassssss puolll makasih seller baik,desain elegan enak di bawa kemanpun kondisi barang mulus puol fungsi sangat nyaman dan kenceng sumpah ekpetasi saya jauh banget ini puassssss puolll makasih seller baik,26,neutral,0.55,168,0.047619047619047616,0.0,0.0,0.0,0.011904761904761904,0
zaiii_88,"Kondisi Barang:datang dalam keadaan mulus
Desain:menarik dan modern
Kualitas:kemasan baik, fungsional baik sekali

Terpercaya, pengiriman cepet banget dan aman, packing juga tebal dan cukup aman, cs responsif sekali pas saya nanya nanya, biasanya kalau beli di tempat lain batrenya udah soak dan ada aja jeleknya. Nah disini 1000000% recomended. Aku coba batrenya, masih healthy banget gak gampang habis dan menurut saya performanya masih 99% bagus banget. Terima kasih ya sudah membantu saya mendapatkan laptop second berkualitas 😌🙏🏻",5,0,1741924982,kondisi barang datang dalam keadaan mulus desain menarik dan modern kualitas kemasan baik fungsional baik sekali terpercaya pengiriman cepet banget dan aman packing juga tebal dan cukup aman cs responsif sekali pas saya nanya nanya biasanya kalau beli di tempat lain batrenya udah soak dan ada aja jeleknya nah disini 1000000 recomended aku coba batrenya masih healthy banget gak gampang habis dan menurut saya performanya masih 99 bagus banget terima kasih ya sudah membantu saya mendapatkan laptop second berkualitas,kondisi barang datang dalam keadaan mulus desain menarik dan modern kualitas kemasan baik fungsional baik sekali terpercaya pengiriman cepet banget dan aman packing juga tebal dan cukup aman cs responsif sekali pas saya nanya nanya biasanya kalau beli di tempat lain batrenya udah soak dan ada aja jeleknya nah disini 1000000 recomended aku coba batrenya masih healthy banget gak gampang habis dan menurut saya performanya masih 99 bagus banget terima kasih ya sudah membantu saya mendapatkan laptop second berkualitas,79,positive,0.75,518,0.013513513513513514,0.2911392405063291,0.0,0.0,0.07616318850496065,0
susandisusandi320,"Desain:Keren
Kondisi Barang:OK
Kualitas:Baik

Pengiriman barang cepat. Barang sudah sampai diterima dalam keadaan baik dan bagus.  Respon penjual kooperatif dan baik. Recomended👌.",5,0,1759664845,desain keren kondisi barang ok kualitas baik pengiriman barang cepat barang sudah sampai diterima dalam keadaan baik dan bagus respon penjual kooperatif dan baik recomended,desain keren kondisi barang ok kualitas baik pengiriman barang cepat barang sudah sampai diterima dalam keadaan baik dan bagus respon penjual kooperatif dan baik recomended,25,positive,0.75,172,0.011627906976744186,0.32,0.0,0.0,0.08290697674418605,0
ritayulipunya,"Fitur Terbaik:masih bagus sangat puas belanja disini

pengiriman juga aman,toko amanah..semoga awet barangnya",5,1,1742187792,fitur terbaik masih bagus sangat puas belanja disini pengiriman juga aman toko amanah semoga awet barangnya,fitur terbaik masih bagus sangat puas belanja disini pengiriman juga aman toko amanah semoga awet barangnya,16,positive,0.75,107,0.0,0.0,0.0,0.0,0.0,0
benidoank083,Keren barang sesuai deskripsi recommended,5,2,1742015232,keren barang sesuai deskripsi recommended,keren barang sesuai deskripsi recommended,5,positive,0.75,41,0.024390243902439025,0.0,0.0,0.0,0.006097560975609756,0
nickpandu69,Sepadan dengan Harga:barang bagus bgt gk nyesel bi disini fisik 97% mantap bgt,5,3,1742015654,sepadan dengan harga barang bagus bgt gk nyesel bi disini fisik 97 mantap bgt,sepadan dengan harga barang bagus bgt gk nyesel bi disini fisik 97 mantap bgt,14,positive,0.75,77,0.0,0.14285714285714285,0.0,0.0,0.03571428571428571,0
cinta_1004,"Desain:menarik dan modern
Kondisi Barang:bagus, mulus
Fungsi:barang mekerja dengan baik

Datang dengan selamat, tidak ada pecah atau cacat. Barang bagus, suaranya juga bagus. Makasi",5,1,1741682493,desain menarik dan modern kondisi barang bagus mulus fungsi barang mekerja dengan baik datang dengan selamat tidak ada pecah atau cacat barang bagus suaranya juga bagus makasi,desain menarik dan modern kondisi barang bagus mulus fungsi barang mekerja dengan baik datang dengan selamat tidak ada pecah atau cacat barang bagus suaranya juga bagus makasi,27,neutral,0.55,175,0.0,0.2962962962962963,0.0,0.0,0.07407407407407407,0
supritetapdisini,"Kondisi Barang:Barangnya masih mulus
Desain:Simple
Kualitas:Bagus lancar

Pengiriman di hari yang sama saat order mantab.
Laptop nya masih bagus mulus sesuai deskripsi dan sesuai permintaan, touchscreen berfungsi normal.
Mantablah....next time order lg",5,0,1741770382,kondisi barang barangnya masih mulus desain simple kualitas bagus lancar pengiriman di hari yang sama saat order mantab laptop nya masih bagus mulus sesuai deskripsi dan sesuai permintaan touchscreen berfungsi normal mantablah next time order lg,kondisi barang barangnya masih mulus desain simple kualitas bagus lancar pengiriman di hari yang sama saat order mantab laptop nya masih bagus mulus sesuai deskripsi dan sesuai permintaan touchscreen berfungsi normal mantablah next time order lg,36,positive,0.75,245,0.012244897959183673,0.2777777777777778,0.0,0.0,0.07250566893424036,0
e*****s,"Batre perkiraan 4Jam lebih . Keyboard Nyala , semoga Awet 🙂🙂🙂",5,0,1741686190,batre perkiraan 4jam lebih keyboard nyala semoga awet,batre perkiraan 4jam lebih keyboard nyala semoga awet,8,neutral,0.55,53,0.018867924528301886,0.0,0.0,0.0,0.0047169811320754715,0
l*****n,"Desain:bagus
Kondisi Barang:sangat bagus dan performa baik
Kualitas:baik

Bagus dan semua normal",5,0,1741766979,desain bagus kondisi barang sangat bagus dan performa baik kualitas baik bagus dan semua normal,desain bagus kondisi barang sangat bagus dan performa baik kualitas baik bagus dan semua normal,15,positive,0.75,95,0.0,0.4666666666666667,0.0,0.0,0.11666666666666667,0
deon306,"Tidak worth it. Saya pesan latitude 7280 i5 gen 7 walau yg dateng gen 8 
Troubles.
1. Mati tiba2 kalau di diamkan dan berkala.
Admin suruh retur dan retur jeda seminggu
Saya terima lagi unit baru.
Masalahnya sama admin suruh retur kembali. Cuman udah jeda sebulan tidak ada repon.",1,74,1763487424,tidak worth it saya pesan latitude 7280 i5 gen 7 walau yg dateng gen 8 troubles 1 mati tiba2 kalau di diamkan dan berkala admin suruh retur dan retur jeda seminggu saya terima lagi unit baru masalahnya sama admin suruh retur kembali cuman udah jeda sebulan tidak ada repon,tidak worth it saya pesan latitude 7280 i5 gen 7 walau yg dateng gen 8 troubles 1 mati tiba2 kalau di diamkan dan berkala admin suruh retur dan retur jeda seminggu saya terima lagi unit baru masalahnya sama admin suruh retur kembali cuman udah jeda sebulan tidak ada repon,49,negative,0.75,272,0.003676470588235294,0.3469387755102041,0.0,0.0,0.08765381152460984,0
ayunanda56,"Desain:sangat bagus
Kondisi Barang:datang dalam keadaan mulus
Kualitas:sangat baik

fisik lumayan mulus, ada sedikit cacat pemakaian ajah, program lancar, packing nya juga rapi dan cepat pula… pokok nya bagus banget lahh …
semoga selalu amanah",5,0,1741764090,desain sangat bagus kondisi barang datang dalam keadaan mulus kualitas sangat baik fisik lumayan mulus ada sedikit cacat pemakaian ajah program lancar packing nya juga rapi dan cepat pula pokok nya bagus banget lahh semoga selalu amanah,desain sangat bagus kondisi barang datang dalam keadaan mulus kualitas sangat baik fisik lumayan mulus ada sedikit cacat pemakaian ajah program lancar packing nya juga rapi dan cepat pula pokok nya bagus banget lahh semoga selalu amanah,37,positive,0.75,236,0.00847457627118644,0.21621621621621623,0.0,0.0,0.05617269812185067,0
faridarida260905,"Desain:sesuai
Kondisi Barang:dalam keadaan mulus
Fungsi:berfungsi dengan baik

Sip terbaik",5,0,1741676444,desain sesuai kondisi barang dalam keadaan mulus fungsi berfungsi dengan baik sip terbaik,desain sesuai kondisi barang dalam keadaan mulus fungsi berfungsi dengan baik sip terbaik,13,positive,0.75,89,0.011235955056179775,0.0,0.0,0.0,0.0028089887640449437,0
t0h4_kr35n4,"Sepadan dengan Harga:ya
Fitur Terbaik:-

Barang sesuai, booting sedikit lama, tpi wajar. Keadaan barang rapi masih sip mulus. Carger bisa. Packing ok rapi, full bubble dan kardus. Respon pejual ok. Semoga awet.",5,0,1741935046,sepadan dengan harga ya fitur terbaik barang sesuai booting sedikit lama tpi wajar keadaan barang rapi masih sip mulus carger bisa packing ok rapi full bubble dan kardus respon pejual ok semoga awet,sepadan dengan harga ya fitur terbaik barang sesuai booting sedikit lama tpi wajar keadaan barang rapi masih sip mulus carger bisa packing ok rapi full bubble dan kardus respon pejual ok semoga awet,33,positive,0.75,198,0.020202020202020204,0.18181818181818182,0.0,0.0,0.050505050505050504,0
r*****2,"Sepadan dengan Harga:Sesuai dengan barang
Fitur Terbaik:Memuaskan,kelengkapan terjamin&original

Yang Mau order Gak usah Ragu,Gaass aja Stok masih tersedia langsung cekout keranjang kuning🥳",5,0,1741940814,sepadan dengan harga sesuai dengan barang fitur terbaik memuaskan kelengkapan terjamin original yang mau order gak usah ragu gaass aja stok masih tersedia langsung cekout keranjang kuning,sepadan dengan harga sesuai dengan barang fitur terbaik memuaskan kelengkapan terjamin original yang mau order gak usah ragu gaass aja stok masih tersedia langsung cekout keranjang kuning,27,positive,0.75,187,0.0106951871657754,0.07407407407407407,0.0,0.0,0.021192315309962368,0
